Year,D2Area,,,,arizona area ,california,colorado area,area nevada,new mexico,utah ,wyoming ,total
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2017,0.002,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2018,0.44,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2019,0.004,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
2020,0.498,,,,,,,,,,,
